customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0330-ivzha,female,0,Yes,No,5,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,69.95,330.15,Yes
3794-nfnch,male,0,Yes,No,30,Yes,no,dsl,no,no,yes,no,no,no,month-to-month,Yes,mailed check,50,1474.9,No
5193-qlvzb,male,0,No,No,63,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),104.75,6536.5,No
7114-aeoze,female,0,No,No,60,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),19.85,1128.1,No
2886-kefum,female,0,Yes,No,63,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,Yes,electronic check,107.5,6873.75,Yes
5522-nykpb,male,0,Yes,Yes,25,Yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,No,electronic check,85.9,2199.05,No
4237-rlaqd,male,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,mailed check,45.85,45.85,Yes
9957-yodkz,male,1,Yes,No,6,Yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,electronic check,80.8,457.1,No
6518-kzxcb,male,0,No,No,22,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,25.25,566.5,No
2245-adzfj,female,0,Yes,Yes,31,Yes,yes,dsl,no,yes,no,yes,yes,yes,two year,No,bank transfer (automatic),80.55,2471.6,No
7776-qgyjc,female,0,Yes,Yes,39,Yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,Yes,bank transfer (automatic),81.5,3107.3,No
9313-qoltz,male,0,No,No,26,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.9,518.3,No
9651-gtsaq,female,0,Yes,No,53,Yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,Yes,bank transfer (automatic),106.1,5769.75,Yes
3186-baxnb,female,0,No,No,1,Yes,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,No,electronic check,91.7,91.7,Yes
4672-fotsd,male,0,No,No,12,Yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,Yes,electronic check,67.25,832.3,No
0637-ylety,female,0,No,No,16,Yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,Yes,credit card (automatic),95.6,1555.65,Yes
9818-xqcuv,female,0,No,No,2,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.35,45.3,No
7338-eriva,male,0,No,Yes,39,No,no phone service,dsl,yes,no,no,yes,yes,no,one year,No,bank transfer (automatic),45.05,1790.6,No
1157-bqcuw,male,0,No,No,1,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.95,74.95,Yes
8259-nfjtv,female,0,Yes,Yes,7,No,no phone service,dsl,yes,no,no,yes,no,no,month-to-month,No,mailed check,34.65,246.6,No
3223-dwfio,male,1,No,No,4,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,69.35,261.65,No
2660-emubi,male,1,No,No,10,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,95.35,898.35,Yes
6968-gmkpr,female,0,No,No,55,Yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,Yes,electronic check,81.55,4509.5,No
4751-erman,male,0,Yes,Yes,72,Yes,no,dsl,no,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),75.4,5480.25,No
1436-zmjan,female,0,Yes,No,10,Yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,Yes,credit card (automatic),67.8,653.15,No
3292-pbzej,male,1,No,No,11,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,Yes,electronic check,111.4,1183.05,No
0799-ddihe,female,0,Yes,Yes,15,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,46.3,639.45,No
3070-fnfzq,female,0,Yes,Yes,23,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),20.4,478.75,No
2812-sfxmj,male,0,No,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.05,20.05,No
7675-ozczg,female,1,No,No,3,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,45,127.1,Yes
5014-wuqmg,male,0,Yes,Yes,47,Yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,Yes,electronic check,96.1,4391.45,No
5312-tszvc,female,0,No,Yes,15,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,19.65,270.6,No
2003-cklor,male,0,No,No,66,Yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,No,electronic check,99.5,6710.5,Yes
0993-osgpt,female,1,Yes,No,68,Yes,no,dsl,no,yes,yes,yes,no,no,one year,Yes,bank transfer (automatic),60.65,3975.9,No
9254-rbfon,female,0,Yes,Yes,17,Yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,No,bank transfer (automatic),98.6,1704.95,Yes
1205-wnwpj,female,0,No,No,7,Yes,no,dsl,no,no,no,yes,yes,no,month-to-month,Yes,mailed check,59.5,415.95,Yes
9391-eoyli,male,1,Yes,No,12,Yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,80.45,950.2,Yes
7108-dgvuu,female,1,Yes,No,21,Yes,yes,dsl,no,yes,yes,no,no,yes,one year,No,bank transfer (automatic),71.7,1497.05,No
2782-jeebu,male,0,No,No,21,No,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,Yes,mailed check,36,780.15,No
5127-bzenz,female,0,Yes,Yes,56,Yes,yes,dsl,yes,no,no,no,yes,no,one year,No,bank transfer (automatic),65.2,3512.15,No
2720-fvbqp,female,0,Yes,Yes,6,Yes,yes,dsl,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),48.95,273.25,No
9906-nhhvc,female,1,No,No,65,No,no phone service,dsl,no,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),53.5,3517.9,No
4522-xrwwi,male,0,Yes,No,42,Yes,yes,dsl,yes,no,no,yes,yes,yes,one year,No,credit card (automatic),80.45,3375.9,No
3766-ejlfl,female,0,Yes,Yes,68,Yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),109.05,7508.55,No
5939-sxwhm,male,0,Yes,Yes,48,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),26.3,1245.05,No
8152-uobny,female,1,No,No,50,Yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,Yes,electronic check,106.8,5347.95,No
7351-kyhqh,female,1,No,No,7,Yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,Yes,electronic check,64.95,493.65,No
7643-rchxs,female,0,Yes,Yes,63,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,electronic check,19.35,1263.85,No
8246-shfga,male,0,No,No,17,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,credit card (automatic),21.1,385.55,No
8387-mojjt,female,0,Yes,Yes,42,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,credit card (automatic),77.95,3384,Yes
0620-xefwh,male,0,Yes,Yes,4,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,18.85,84.2,No
6485-qxwwe,female,0,No,Yes,62,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),26,1638.7,No
2761-ociax,male,1,No,No,2,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,74.7,165.4,Yes
7321-vgnku,female,0,Yes,No,2,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.35,120.25,No
5327-cnluq,male,0,Yes,No,48,Yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,Yes,bank transfer (automatic),96.9,4473.45,No
7552-keygt,male,0,Yes,No,27,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),19.55,520.55,No
5816-jmlgy,female,0,Yes,Yes,70,Yes,no,dsl,no,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),80.4,5717.85,No
3068-omwza,male,1,No,No,1,Yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,Yes,electronic check,88.8,88.8,Yes
2927-qrrqv,male,0,Yes,No,46,Yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,Yes,electronic check,94.65,4312.5,No
6032-krxxo,male,0,No,No,30,Yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,90.25,2755.35,Yes
7459-rrwqz,female,0,No,No,15,Yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,Yes,bank transfer (automatic),64.65,994.55,Yes
6265-sxwbu,male,0,Yes,Yes,69,Yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,No,credit card (automatic),95.75,6511.25,No
7941-rcjow,male,0,No,No,65,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),19.55,1218.65,No
6374-ntqlp,male,1,Yes,Yes,72,Yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,Yes,credit card (automatic),104.1,7447.7,No
4154-aqugt,male,1,Yes,No,13,Yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,Yes,bank transfer (automatic),89.05,1169.35,Yes
2387-kdzqy,male,0,No,No,17,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,20.1,279.5,No
3584-wkttw,male,0,Yes,No,51,Yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,Yes,electronic check,111.55,5720.35,No
3399-bmlvw,male,0,Yes,Yes,51,Yes,no,dsl,yes,yes,no,yes,no,no,two year,No,credit card (automatic),60.5,3121.45,No
1971-dtczb,female,0,Yes,No,72,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),90.95,6468.6,No
3092-ighwf,male,0,Yes,Yes,67,Yes,yes,fiber optic,no,yes,yes,no,no,no,one year,No,electronic check,87.4,5918.8,Yes
3374-pzlxd,male,0,No,No,34,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.7,675.6,No
3813-dhbbb,male,0,Yes,No,67,No,no phone service,dsl,yes,yes,no,yes,no,yes,two year,Yes,bank transfer (automatic),50.95,3521.7,No
2812-reyat,female,0,Yes,No,49,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,bank transfer (automatic),20.05,923.1,No
6518-pplmz,male,0,Yes,Yes,53,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,mailed check,19.4,1110.35,No
4939-kyypy,male,0,No,No,27,Yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,No,electronic check,59.45,1611.65,No
8017-lxhfa,female,1,No,No,23,Yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,electronic check,94.75,2293.6,Yes
5930-gbiwp,male,0,No,No,69,Yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,Yes,credit card (automatic),81.5,5553.25,No
6022-kouqo,female,0,Yes,Yes,2,No,no phone service,dsl,no,no,no,yes,no,no,month-to-month,No,bank transfer (automatic),29.05,44.75,No
6352-twcau,female,0,No,No,35,Yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,86.45,3029.1,Yes
2361-upsnd,female,0,Yes,No,46,Yes,no,dsl,yes,yes,no,yes,no,yes,one year,No,mailed check,70.6,3231.05,No
6035-riiom,female,0,No,No,54,Yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,Yes,bank transfer (automatic),97.2,5129.45,No
2929-qnsrw,female,0,Yes,No,56,Yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,Yes,electronic check,98.25,5508.35,Yes
1262-opmfy,female,0,Yes,No,9,Yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,bank transfer (automatic),75.75,655.9,Yes
9504-dshwm,male,0,No,No,20,Yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,No,bank transfer (automatic),59.2,1191.2,No
5035-bvcxs,male,0,No,No,11,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,mailed check,75.9,866.4,No
6267-dcffz,female,1,Yes,No,30,Yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,electronic check,90.05,2627.2,No
3533-uvmom,male,0,Yes,No,68,Yes,no,dsl,yes,yes,yes,no,no,yes,two year,No,bank transfer (automatic),70.95,4741.45,No
2439-lypmq,male,1,Yes,No,38,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,102.6,4009.2,No
4248-qpavc,female,1,Yes,No,17,Yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,Yes,bank transfer (automatic),85.35,1463.45,Yes
1899-vxwxm,male,0,No,No,48,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,Yes,credit card (automatic),106.1,5082.8,Yes
1478-vpoad,female,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,43.8,43.8,No
9995-hotoh,male,0,Yes,Yes,63,No,no phone service,dsl,yes,yes,yes,no,yes,yes,two year,No,electronic check,59,3707.6,No
2988-plahs,female,0,No,No,3,Yes,no,dsl,no,no,yes,no,yes,yes,one year,Yes,electronic check,69.95,220.45,No
1371-ojcek,female,0,No,No,48,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),24.35,1133.7,No
4999-iezlt,male,0,No,No,66,No,no phone service,dsl,no,no,no,yes,no,no,one year,No,credit card (automatic),29.45,1983.15,No
8883-anodq,female,0,Yes,Yes,68,Yes,yes,fiber optic,no,yes,yes,no,no,no,two year,Yes,credit card (automatic),84.4,5746.75,No
4690-llkua,male,1,No,No,17,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,45.05,770.6,Yes
2351-rrbue,female,0,Yes,Yes,7,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,20.65,134.05,No
5980-bdhpy,male,0,Yes,No,72,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),87.1,6230.1,No
1498-dqnrx,female,0,Yes,No,29,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.85,573.05,No
9469-wejbt,male,0,Yes,No,37,Yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,Yes,electronic check,90.35,3419.3,No
3331-hqdtw,female,0,No,No,34,Yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,Yes,mailed check,109.8,3587.25,Yes
9490-dfpmd,female,1,No,No,42,Yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,84.65,3541.35,Yes
2581-vkirt,female,0,Yes,Yes,59,Yes,yes,dsl,yes,yes,no,yes,no,no,one year,No,mailed check,65.5,3801.3,No
5442-xsdcw,male,0,Yes,Yes,11,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),79.5,868.5,Yes
7426-weijx,male,1,Yes,Yes,60,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,80.95,4859.1,No
2851-mmutz,female,0,No,No,27,Yes,no,dsl,no,yes,no,yes,no,no,month-to-month,Yes,mailed check,56.15,1439.35,No
3049-ndxfl,female,0,No,No,1,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,No,mailed check,85.8,85.8,Yes
8580-aecuz,male,1,No,No,1,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,79.1,79.1,Yes
3307-tlcud,male,0,Yes,No,17,No,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,No,mailed check,34.4,592.75,No
6625-fleno,male,0,Yes,No,58,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.75,1185.95,No
2967-mxrav,male,0,Yes,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,18.8,18.8,No
7963-gqrmy,female,0,Yes,Yes,3,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,44.3,134.5,Yes
8189-hbvrw,female,0,No,No,53,Yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,No,electronic check,90.8,4921.2,No
4163-kiuhy,male,0,No,No,35,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,electronic check,25.6,901.25,No
1228-fzfrv,male,0,Yes,Yes,50,Yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,No,credit card (automatic),105.95,5341.8,Yes
3500-nsdoa,male,0,Yes,Yes,68,Yes,yes,dsl,no,yes,no,yes,no,yes,two year,No,credit card (automatic),70.8,4859.95,No
1171-tykur,male,0,Yes,No,47,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,electronic check,25.4,1139.2,No
3761-flyzi,female,1,Yes,No,65,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,bank transfer (automatic),108.8,7082.45,No
2058-dcjbe,male,0,No,No,5,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.75,324.6,Yes
5364-xyirr,male,0,Yes,No,51,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,94.65,4812.75,Yes
4829-auoax,female,0,No,No,46,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,No,bank transfer (automatic),96.05,4399.5,Yes
1219-nnddo,female,0,No,No,9,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,76.85,663.55,No
8388-dmkae,female,0,No,No,8,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.25,174.65,No
4403-bwpay,male,0,No,No,14,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,credit card (automatic),24.8,321.7,No
9659-qeqsy,female,0,No,No,45,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,Yes,electronic check,115.65,5125.5,No
5405-zmyxq,female,0,No,No,8,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),74.6,548.9,No
5047-lhvly,male,1,No,Yes,1,Yes,no,dsl,no,no,yes,no,no,no,month-to-month,Yes,mailed check,50.15,50.15,Yes
1442-okrje,male,0,Yes,Yes,66,Yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,Yes,bank transfer (automatic),103.15,7031.3,No
4737-aqcpu,male,0,Yes,Yes,72,Yes,yes,dsl,yes,yes,yes,yes,no,no,two year,No,credit card (automatic),72.1,5016.65,No
9158-vctqb,female,0,Yes,No,41,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,Yes,bank transfer (automatic),113.6,4594.95,Yes
2808-chtdm,female,0,Yes,Yes,23,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,25.1,611.45,No
6311-ueume,female,0,No,No,29,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,78.9,2384.15,Yes
0793-tweln,female,0,No,No,4,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,80.15,319.85,No
3283-wcwxt,male,0,Yes,Yes,6,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,25.4,153.3,No
1060-entof,female,1,Yes,No,67,Yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,Yes,credit card (automatic),105.4,7035.6,No
0999-qxnsa,male,1,No,Yes,7,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,mailed check,45.75,344.2,No
5451-mhqof,male,0,Yes,Yes,56,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,24.45,1431.65,No
4836-wnfno,female,0,Yes,No,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25,1849.2,No
9225-bzlnz,male,0,Yes,No,72,Yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,Yes,electronic check,85.25,6083.1,No
0354-vxmjc,male,0,Yes,Yes,23,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.6,426.65,No
4422-qvija,female,0,No,Yes,35,Yes,yes,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,50.15,1655.35,No
9365-srsze,male,1,Yes,No,27,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,70.55,1943.9,No
6839-itvzj,female,0,Yes,Yes,26,Yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,Yes,electronic check,60.05,1616.15,Yes
8332-osjdw,male,0,Yes,Yes,12,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,26.4,314.95,No
4735-bjkou,female,0,No,No,40,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.15,804.85,No
0274-jkujr,male,0,Yes,Yes,7,No,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,No,mailed check,58.85,465.7,No
5740-yhgtw,male,0,Yes,Yes,70,Yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,Yes,credit card (automatic),97.55,6669.05,No
8917-szttj,male,0,Yes,Yes,60,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.65,1161.75,No
1696-mzvau,male,0,Yes,Yes,39,No,no phone service,dsl,no,no,no,no,no,no,one year,Yes,credit card (automatic),25.25,947.75,No
7359-wwyjv,male,0,Yes,No,72,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),114.45,8375.05,No
0375-hvgxo,female,0,No,No,1,No,no phone service,dsl,no,no,no,no,yes,no,month-to-month,Yes,electronic check,34.7,34.7,Yes
4906-zhgpk,male,0,Yes,Yes,54,Yes,yes,dsl,no,yes,no,yes,yes,no,one year,Yes,electronic check,70.7,3770,No
8593-whyhv,male,0,No,No,3,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,85.3,264.8,Yes
3795-gwtrd,female,0,Yes,Yes,63,Yes,no,dsl,yes,yes,yes,yes,yes,no,two year,No,credit card (automatic),75.55,4707.85,No
1298-phbti,male,0,Yes,Yes,71,Yes,yes,fiber optic,no,yes,no,yes,no,no,two year,Yes,electronic check,84.8,6152.4,No
6223-dhjgv,female,0,No,No,42,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,20.65,958.1,No
6961-mjkbo,male,0,No,No,47,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),20.45,943,No
6097-eqisj,female,0,Yes,Yes,66,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,Yes,credit card (automatic),102.45,6615.15,Yes
4423-ylhdv,female,0,Yes,No,21,Yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,Yes,bank transfer (automatic),104.4,2200.25,Yes
8158-wpezg,male,0,No,No,11,No,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,Yes,electronic check,35.65,425.1,No
0107-yhina,male,0,No,Yes,1,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,99.75,99.75,Yes
4918-fyjnt,female,1,Yes,No,55,Yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,No,electronic check,90.45,5044.8,No
0727-bnrlg,male,0,No,No,69,Yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,Yes,credit card (automatic),97.65,6743.55,No
4854-cidcf,female,1,No,No,3,Yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,No,electronic check,73.85,196.4,No
8640-sdgkb,male,0,No,No,4,Yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,Yes,electronic check,74.4,299.7,Yes
3280-mrdof,male,1,No,No,30,Yes,yes,dsl,no,no,yes,yes,yes,no,two year,Yes,credit card (automatic),69.1,2093.9,No
6435-srwbj,female,0,No,No,5,Yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,Yes,electronic check,82.75,417.75,No
9964-wbqdj,female,0,Yes,No,71,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),24.4,1725.4,No
6303-kfwsl,female,0,No,No,29,Yes,yes,dsl,no,yes,no,no,no,no,one year,Yes,electronic check,55.25,1620.2,No
1702-ccfnj,male,0,Yes,No,52,Yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,No,bank transfer (automatic),61.35,3169.55,No
8932-czhrq,male,0,No,No,68,Yes,yes,dsl,yes,yes,yes,no,no,yes,one year,No,credit card (automatic),76.75,5233.25,No
0386-cwrgm,female,0,Yes,Yes,46,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.4,967.85,No
5515-rugkn,male,0,No,No,8,Yes,no,dsl,no,no,no,no,no,yes,month-to-month,Yes,credit card (automatic),54.75,438.05,No
0404-ahasp,male,0,Yes,No,72,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.7,1421.9,No
7279-nmvjc,female,0,No,No,17,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),19.9,323.15,No
2081-veyeh,male,0,No,No,3,Yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,Yes,electronic check,107.95,318.6,No
6407-utslv,female,1,No,No,2,Yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),83.8,163.7,No
4116-tzaqj,female,0,No,No,9,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,credit card (automatic),74.25,639.65,Yes
9060-hjjrw,female,0,No,No,51,No,no phone service,dsl,no,yes,yes,no,yes,yes,one year,Yes,credit card (automatic),56.4,2928.5,No
2587-ynles,female,0,Yes,Yes,6,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.1,100.35,No
7398-sknqz,female,0,Yes,No,3,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,No,electronic check,94.9,273.2,No
5935-fccnb,female,1,No,No,17,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,94.2,1608.15,No
1958-rnrks,male,0,Yes,No,30,Yes,yes,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,49.9,1441.95,No
5136-rgmzo,male,0,No,No,31,Yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,Yes,electronic check,71.05,2168.15,No
8345-mvdyc,female,0,No,No,45,Yes,no,dsl,yes,no,yes,yes,yes,yes,two year,No,bank transfer (automatic),81.65,3618.7,No
